Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
5439,क्रांतिज्योति सावित्री आणि भारतीय महिला शौर्यदिन,,परदेशी रणजीत,,,,,,0,,,,Krupaya upalabdhtesathi Accession No. (5439) counter-var sanga.
5440,फुले दिन हाच खरा शिक्षक दिन,,परदेशी रणजीत,,,,,,2004,,,,Krupaya upalabdhtesathi Accession No. (5440) counter-var sanga.
5441,आधुनिक भारत के प्रथम महात्मा,,चौहान माली रामनारायण,,,,सत्यशोधक प्रकाशन,भोपाल,0,,,,Krupaya upalabdhtesathi Accession No. (5441) counter-var sanga.
5442,आधुनिक भारत के प्रथम महात्मा,,चौहान माली रामनारायण,,,,सत्यशोधक प्रकाशन,भोपाल,0,,,,Krupaya upalabdhtesathi Accession No. (5442) counter-var sanga.
5443,सावित्री ज्योति जीवन साथी,,,,,,सोनालकर,धुले,2004,,,,Krupaya upalabdhtesathi Accession No. (5443) counter-var sanga.
5444,रुद्राक्ष महिमा,,झाम्बरे,,,,अंजली,पुणे,1995,,,,Krupaya upalabdhtesathi Accession No. (5444) counter-var sanga.
5445,प्रभु परम प्रकाशाकडे घेउन चल,,,,,,,,0,,,,Krupaya upalabdhtesathi Accession No. (5445) counter-var sanga.
5446,पाऊल वाट,,कुमठेकर की न,,,,शशांक,औरंगाबाद,1995,,,,Krupaya upalabdhtesathi Accession No. (5446) counter-var sanga.
5447,गुराखी मुक्तपीठ,,धोंडगे केशव,,,,मुक्ताई,कंधार,1993,,,,Krupaya upalabdhtesathi Accession No. (5447) counter-var sanga.
5448,मनुस्मृति 2 रा अध्याय,,,,,,गिता,गोरखपुर,0,,,,Krupaya upalabdhtesathi Accession No. (5448) counter-var sanga.
5449,फैजपुर कांग्रेस,,माली गजमल,,,,पृथक,औरंगाबाद,1986,,,,Krupaya upalabdhtesathi Accession No. (5449) counter-var sanga.
5450,संत भगवान बाबा,,तान्दले के टी,,,,गोपिका,बीड,2010,,,,Krupaya upalabdhtesathi Accession No. (5450) counter-var sanga.
5451,गलती किसकी,,बेदी किरण,,,,,,2003,,,,Krupaya upalabdhtesathi Accession No. (5451) counter-var sanga.
5452,मनुस्मृति का जाळली गेली,,कौसल्यायन आनंद,,,,अशोक,नागपुर,0,,,,Krupaya upalabdhtesathi Accession No. (5452) counter-var sanga.
5453,देशाचे दुश्मन,,जवलकर दिनकर,,,,,,0,,,,Krupaya upalabdhtesathi Accession No. (5453) counter-var sanga.
5454,आधारगाथा,,,,,,,,0,,,,Krupaya upalabdhtesathi Accession No. (5454) counter-var sanga.
5455,क्रन्तिसूर्य संताजी,,देशमाने मोहन,,,,अस्मिता प्रकाशन,,0,,,,Krupaya upalabdhtesathi Accession No. (5455) counter-var sanga.
5456,मकरंद,,मुंढे माणिक,,,,चैताली,ठाणे,2001,,,,Krupaya upalabdhtesathi Accession No. (5456) counter-var sanga.
5457,सौन्दर्य आणि वनोंशधी,,जैन उर्जिता,,,,,,1997,,,,Krupaya upalabdhtesathi Accession No. (5457) counter-var sanga.
5458,संघटन कौशल्य,,सहस्त्रबुद्धे विनय,,,,,,2010,,,,Krupaya upalabdhtesathi Accession No. (5458) counter-var sanga.
5459,तूपकुण्डी कौरव,,धोंडगे केशव,,,,मुक्ताई,कंधार,1999,,,,Krupaya upalabdhtesathi Accession No. (5459) counter-var sanga.
5460,मनुवाद्याशी लढा,,देशमुख मा म,,,,शिवभारती,नागपुर,1992,,,,Krupaya upalabdhtesathi Accession No. (5460) counter-var sanga.
5461,शैक्षणिक तंत्रज्ञान,,मुंढे खुशाल,काले स्मिता,,,एस के,औरंगाबाद,2010,,,,Krupaya upalabdhtesathi Accession No. (5461) counter-var sanga.
5462,चिकाळा,,बड़े भास्कर,,,,वावर,लातूर,2006,,,,Krupaya upalabdhtesathi Accession No. (5462) counter-var sanga.
5463,शेतकरयाच पोर,,हामंद,,,,,,0,,,,Krupaya upalabdhtesathi Accession No. (5463) counter-var sanga.
5464,स्वतंत्र लढा,,त्रिपाठी,,,,,,2000,,,,Krupaya upalabdhtesathi Accession No. (5464) counter-var sanga.
5465,श्री राम सेतु तथ्य और सत्य,,पंकज,,,,,,2007,,,,Krupaya upalabdhtesathi Accession No. (5465) counter-var sanga.
5466,एकल मानववाद,,उपाध्याय दीनदयाल,,,,राजा,पुणे,2009,,,,Krupaya upalabdhtesathi Accession No. (5466) counter-var sanga.
5467,डोकेदुखी,,पे किशोरी,,,,लोकवाडमाय,मुंबई,1993,,,,Krupaya upalabdhtesathi Accession No. (5467) counter-var sanga.
5468,व्ही डी देशपांडे,,गोडबोले गोविन्द,,,,लोकवाडमाय,मुंबई,2000,,,,Krupaya upalabdhtesathi Accession No. (5468) counter-var sanga.
5469,राष्ट्रसंत तुकडोजी,,मुंढे राजेन्द्र,,,,विवेकानंद केंद्र,पुणे,2001,,,,Krupaya upalabdhtesathi Accession No. (5469) counter-var sanga.
5470,प्रभावी व्यक्तिमत्व,,,,,,,,1995,,,,Krupaya upalabdhtesathi Accession No. (5470) counter-var sanga.
5471,एन डी पाटिल,,पाटिल टी एस,,,,,,2005,,,,Krupaya upalabdhtesathi Accession No. (5471) counter-var sanga.
5472,ब्रहमाणी परम्परा आणि शिवाजी महाराज,,आंबेडकर बाबासाहेब,,,,कौशल्य,औरंगाबाद,2003,,,,Krupaya upalabdhtesathi Accession No. (5472) counter-var sanga.
5473,क्रांतिकारक बिरसा मुंडा,,म्ह्स्दे सुशिल,,,,सुमेध,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5473) counter-var sanga.
5474,नामदेवाच्या नवल कथा,,देवले,,,,श्री विद्या,पुणे,1981,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5474) counter-var sanga.
5475,डॉ. जगदीशचंद्र बोस,,प्रसाद,,,,श्री भारती,नागपुर,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5475) counter-var sanga.
5476,पं. दीनदयाल उपाध्याय,,माधवराव,,,,श्री भारती,नागपुर,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5476) counter-var sanga.
5477,श्री शारदादेवी,,रामकृष्णदास,,,,श्री भारती,नागपुर,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5477) counter-var sanga.
5478,पिनु चिनुची चतुराई,,,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5478) counter-var sanga.
5479,प्रेरक जातक कथा,,सारडा निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5479) counter-var sanga.
5480,शिक्षा प्रद जातक कथा,,सारडा निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5480) counter-var sanga.
5481,आदर्श लोककथा,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5481) counter-var sanga.
5482,सुर्याची चोरी,,पुराणिक,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5482) counter-var sanga.
5483,सोन्याचा पाउस,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5483) counter-var sanga.
5484,गर्विष्ट सूर्यफुल,,केलकर,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5484) counter-var sanga.
5485,बुडबूड्याचे विमान,,ओक,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5485) counter-var sanga.
5486,लैलाचा दिवा आणि गोष्टी,,पुराणिक,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5486) counter-var sanga.
5487,रमज्या गमजा आणि जमंत गोष्टी,,महाम्बरे अरुंधती,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5487) counter-var sanga.
5488,धमाल गोष्टी,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5488) counter-var sanga.
5489,बूम बूम बैल आणि जमंत गोष्टी,,महाम्बरे अरुंधती,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5489) counter-var sanga.
5490,सुटका आणि रंगित डोंगर,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5490) counter-var sanga.
5491,गोष्टी कोनाकोनी,,पुणेकर इशांत,,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5491) counter-var sanga.
5492,मजेदार लोककथा,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5492) counter-var sanga.
5493,खटयाळ खलाशी आणि इतर गोष्टी,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5493) counter-var sanga.
5494,पंचरंगी खर आणि इतर गोष्टी,,दलवी शरद,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5494) counter-var sanga.
5495,हस्तिदंती छड़ी,,पुराणिक,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5495) counter-var sanga.
5496,अस्वलाची शेपटी,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5496) counter-var sanga.
5497,मन्नो,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5497) counter-var sanga.
5498,न्याय आणि बोधकथा,,दलवी शरद,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5498) counter-var sanga.
5499,छोटू किल्लिबाला उंदीर,,ओक अर्चना,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5499) counter-var sanga.
5500,दड़ोबा राक्षस आणि गुलगुलित मावशी,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5500) counter-var sanga.
5501,रोचक जातक कथा,,सारडा निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5501) counter-var sanga.
5502,मनोरंजक जातक कथा,,सारडा निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5502) counter-var sanga.
5503,बद्काचे बूट आणि गमंत गोष्टी,,केलकर,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5503) counter-var sanga.
5504,सिंहाच उद्दान आणि जमंत गोष्टी,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5504) counter-var sanga.
5505,गाढ़वाच गान आणि जमंत गोष्टी,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5505) counter-var sanga.
5506,महाकवी कालिदास,,दलवी शरद,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5506) counter-var sanga.
5507,जादूचे बटन,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5507) counter-var sanga.
5508,घड़ाळयातील कोकिला,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5508) counter-var sanga.
5509,जगावेगला तेनालीराम,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5509) counter-var sanga.
5510,फटफजीती,,कार्लेकर वैशाली,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5510) counter-var sanga.
5511,शेपटीवाल झाड आणि इतर कथा,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5511) counter-var sanga.
5512,पतंगाची करामत आणि मजेदार गोष्टी,,गुट्टे,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5512) counter-var sanga.
5513,गमंत गोष्टी,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5513) counter-var sanga.
5514,ठाकुबाई ठेंगे,,महाम्बरे अरुंधती,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5514) counter-var sanga.
5515,बटुक बैंगन,,महाम्बरे अरुंधती,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5515) counter-var sanga.
5516,ड्रैगनच घर,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5516) counter-var sanga.
5517,गर्विष्ट घोडा,,खरे उ मा,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5517) counter-var sanga.
5518,जादूच तळ,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5518) counter-var sanga.
5519,जादूच रबर,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5519) counter-var sanga.
5520,कसोटी आणि इतर कथा,,दलवी शरद,,,,मेहता प्रकाशन,पुणे,2007,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5520) counter-var sanga.
5521,चला चहा पिउया आणि इतर,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5521) counter-var sanga.
5522,छत्रीची जादू,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5522) counter-var sanga.
5523,राजाच गुपित,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5523) counter-var sanga.
5524,झकपक शोध,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5524) counter-var sanga.
5525,गुळाची ढेप आणि शरबत,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5525) counter-var sanga.
5526,चालणारे बूट,,गुत्ते,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5526) counter-var sanga.
5527,सोनेरी चोंट,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5527) counter-var sanga.
5528,लाल तोंडी चोर,,मोने निर्मला,,,,मेहता प्रकाशन,पुणे,2008,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5528) counter-var sanga.
5529,ससुल्या आणि इतर कथा,,ताम्बे राजीव,,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5529) counter-var sanga.
5530,फ्रैंकलिन आणि इतर कथा,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5530) counter-var sanga.
5531,फ्रैंकलिन थापा मारतो,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5531) counter-var sanga.
5532,फ्रैंकलिनच आटप लवकर,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5532) counter-var sanga.
5533,फ्रैंकलिन आणि वादळी पाउस,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5533) counter-var sanga.
5534,फ्रैंकलिनचा वाईट दिवस,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5534) counter-var sanga.
5535,फ्रैंकलिन आणि दंतपरी,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5535) counter-var sanga.
5536,फ्रैंकलिन हरवतो,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5536) counter-var sanga.
5537,फ्रैंकलिनचा पसारा,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5537) counter-var sanga.
5538,फ्रैंकलिन शाळेत जातो,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5538) counter-var sanga.
5539,फ्रैंकलिन आणि फुटबॉल स्पर्धा,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5539) counter-var sanga.
5540,फ्रैंकलिन आणि हरवलेला कैमरा,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5540) counter-var sanga.
5541,फ्रैंकलिन साईकल चालवतो,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5541) counter-var sanga.
5542,फ्रैंकलिनच पांघरून,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5542) counter-var sanga.
5543,फ्रैंकलिन आणि रात्रीची धमाल,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5543) counter-var sanga.
5544,फ्रैंकलिन आणि अंधार गुडुप,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5544) counter-var sanga.
5545,फ्रैंकलिनचा नवा मित्र,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5545) counter-var sanga.
5546,फ्रैंकलिनची दादागिरी,,बुर्ज्वा पोलेट,क्लार्क ब्रेन्डा,,,मेहता प्रकाशन,पुणे,2009,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5546) counter-var sanga.
5547,ढूम ढूइ ढूमाक आणि इतर कथा,,आमड़ेकर मंजूषा,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5547) counter-var sanga.
5548,निद्रारानी आणि इतर कथा,,देशपांडे विजया,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5548) counter-var sanga.
5549,जादूच खिरपात्र आणि इतर कथा,,पंडित अरुंधती,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5549) counter-var sanga.
5550,सुंठ बिस्कुटाचा मानूस आणि इतर कथा,,पुराणिक,,,,मेहता प्रकाशन,पुणे,2005,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5550) counter-var sanga.
5551,लोखंड खाणारे उंदीर आणि इतर कथा,,पटवर्धन वृषाली,,,,मेहता प्रकाशन,पुणे,2006,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5551) counter-var sanga.
5552,माझी सवत,,रेगे वर्षा,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5552) counter-var sanga.
5553,माहोल,,थोरे अशोक,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5553) counter-var sanga.
5554,प्रियतमा,,आठल्ये अनिल,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5554) counter-var sanga.
5555,मधुरा,,आठल्ये अनिल,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5555) counter-var sanga.
5556,विसरशील खास मला,,,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5556) counter-var sanga.
5557,सप्तसूराची रानी,,रांगनेकर कुमुदिनी,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5557) counter-var sanga.
5558,एकलीच दीपकळी,,रांगनेकर कुमुदिनी,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5558) counter-var sanga.
5559,सौदामिनी,,श्रोत्री निशिकांत,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5559) counter-var sanga.
5560,बेदरकार,,लेले द्वारकानाथ,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5560) counter-var sanga.
5561,मुग्ध कलिका,,भागवत यशवंत,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5561) counter-var sanga.
5562,स्वप्नातल्या कळयानो,,शोर्त्री अपर्णा,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5562) counter-var sanga.
5563,विशाल,,रेगे वर्षा,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5563) counter-var sanga.
5564,मुलखा वेगळी,,रांगनेकर कुमुदिनी,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5564) counter-var sanga.
5565,झुबेदा,,मेहता शशिकला,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5565) counter-var sanga.
5566,मनस्विनी,,मेहता शशिकला,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5566) counter-var sanga.
5567,माणदेशी बंड,,मेट्कारी रघुराज,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5567) counter-var sanga.
5568,पतिवृता,,कुलकर्णी स्नेहसुधा,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5568) counter-var sanga.
5569,लव एंड वॉर,,लेले द्वारकानाथ,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5569) counter-var sanga.
5570,क्षण मोहाचा,,कुलकर्णी स्नेहसुधा,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5570) counter-var sanga.
5571,कुंचले घेउन हाती,,श्रोत्री निशिकांत,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5571) counter-var sanga.
5572,शो पिस,,मेहता शशिकला,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5572) counter-var sanga.
5573,रुपेरी आकाश,,भागवत यशवंत,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5573) counter-var sanga.
5574,स्पर्श,,आठल्ये अनिल,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5574) counter-var sanga.
5575,सौदा,,थोरे अशोक,,,,नवल प्रकाशन,पुणे,2010,Marathi Fiction,891.463,Marathi Fiction,Krupaya upalabdhtesathi Accession No. (5575) counter-var sanga.
